shipment_id,ship_date_key,delivery_date_key,product_id,facility_id,customer_id,quantity,carrier,status,shipping_cost,total_weight_kg,tracking_number,delay_reason
6644,1733,2174,7,1,1,264, UPS    , Delivered ,165.21231877301722,273.1897320402974, 2d30a8d6-8da5-4a21-b97d-991e351dbaa2, None
6645,585,1774,13,2,5,933, DHL    , Delayed   ,583.7460816403895,1129.2563985256195, 4ef24685-1c66-4dbb-9bf8-c808f1b0320d, Customs
6646,2090,1169,3,1,1,162, FedEx  , Delivered ,755.8663303754943,1882.0786719826028, 2da4eebf-a05c-4a0c-a4a0-beaca56eda57, Mechanical
6647,2064,1899,17,3,4,139, UPS    , In Transit,306.7128152239942,1697.6129039981006, 33b3cf88-8454-4712-879c-efda8276d71d, None
6648,287,572,17,4,2,926, DHL    , Delayed   ,891.9263629042514,1730.4019466370455, bb24c4b6-a87e-49c0-909f-f76a52b4706e, Weather
6649,1685,651,7,5,2,883, USPS   , Delivered ,249.87334290172925,277.5687567202142, f249b1af-b1f1-4d8d-9959-b2859485bb69, Mechanical
6650,113,675,14,3,4,629, FedEx  , Delayed   ,592.3149576768246,1696.2487002134703, cfd5c55a-4794-45e7-95a8-7a391bb11916, Mechanical
6651,676,1046,10,2,5,99, DHL    , Delayed   ,789.9516592273623,454.7592229673765, 75f9a095-fb87-418b-a275-e6de4b13b05f, Customs
6652,1601,509,7,4,3,127, USPS   , In Transit,732.5193764505245,322.8237016268936, 83f8f1dc-8b4a-4392-8e56-96f3866d2aac, Weather
6653,2125,1125,13,3,1,116, USPS   , Delivered ,586.7103102490701,279.7239545948141, 369642ea-9262-4395-84f0-584fb4fa2786, Weather
6654,447,1251,3,5,3,493, DHL    , In Transit,343.2572732345058,189.76080723877044, 7f157117-5f8b-425d-9ec1-ac8957e95ef0, Weather
6655,1765,1661,8,1,3,481, DHL    , In Transit,160.5513474392162,406.13892367946136, f5adaedd-7a07-47f4-be05-87115d8f5854, Weather
6656,888,974,4,4,1,167, USPS   , Delivered ,148.17043652348457,535.2228729780729, 652764e0-a8ff-4122-96c5-86b05dcfdcfa, Customs
6657,2037,2099,18,1,5,675, USPS   , Delayed   ,857.7247439379714,592.7815193311783, ddbceb87-55e8-4782-8143-43e56ec0a20c, Customs
6658,1581,2001,17,5,2,792, UPS    , Delivered ,692.8050879034934,1349.8177315351995, 5c4f337e-329a-4a2b-bf49-2f694a88f736, Mechanical
6659,1780,2075,16,2,5,959, DHL    , Delayed   ,419.17201273417226,409.0545836853821, 86bcb2cc-df14-4cbe-a145-edf486a689d4, Weather
6660,556,1146,13,4,4,603, UPS    , Delivered ,460.0182451885058,56.40446189031099, e4698441-3dea-4b07-bb73-963e5b30a947, Customs
6661,1877,774,10,5,1,436, USPS   , Delivered ,438.08454568922406,958.173112698112, 8598df1d-10b8-442b-954a-af686074db9d, Weather
6662,1045,1528,5,3,2,539, USPS   , Delayed   ,490.20715994280647,394.4904117131349, 6ccf52c1-573b-48c5-8f38-14c3cf1217a3, None
6663,1402,1993,2,4,4,734, USPS   , Delivered ,479.6652754704096,393.7191344162919, c29b5eca-e23f-40bc-ad0d-bfba9a000e34, Weather
6664,1886,300,1,2,3,436, FedEx  , Delivered ,273.0504720570638,1092.1048900355274, 806d565d-8a61-424a-9560-915d31ce37d8, Mechanical
6665,194,143,7,1,2,463, DHL    , Delayed   ,218.35057204973623,507.2412913604207, 3dddbfa9-b23d-427e-bee8-16e4415bf42d, Weather
6666,1340,356,19,1,5,766, USPS   , Delayed   ,98.0014678167246,487.4156136792976, aa3505b7-2313-4747-8d61-09306bdea3a2, Weather
6667,1393,313,10,1,2,907, USPS   , Delayed   ,305.8068174113467,1305.3858868840794, 80030a53-f0eb-4d6e-8b86-690918458de1, None
6668,2025,2166,6,5,4,441, UPS    , Delayed   ,887.2025425332873,1780.8071014746802, 807bdc2e-cded-42a4-8719-22dec30132fd, Weather
6669,1570,1238,4,5,5,289, DHL    , Delayed   ,141.33707964414836,534.1617182066997, 9a0177e3-139f-4c7f-823e-a8be557c8113, Weather
6670,1057,111,20,5,3,36, DHL    , Delivered ,881.5480295339504,438.2709367200637, 324fd066-1a8b-49be-8118-49f1880608ad, Mechanical
6671,398,1751,13,5,1,655, DHL    , Delayed   ,451.6581355260233,1084.114438492034, a628598b-a1c4-4d36-a2ba-a7b52cff6e1c, Customs
6672,2187,1833,2,3,2,629, UPS    , In Transit,844.3265592535578,359.2612720269718, db006b85-3774-42b9-adc9-fa4c86f3dae6, None
6673,514,1950,12,3,3,663, USPS   , Delayed   ,290.7429443229495,219.63744009158032, 4b5fa371-d730-4422-bd4f-ada1475a8fce, Weather
6674,1267,1860,13,4,5,405, DHL    , In Transit,478.2210715741156,214.60487695835957, a010c340-2d06-47c1-a928-a7bb0b2b681c, Customs
6675,1913,84,18,5,3,321, DHL    , Delayed   ,944.2210834637044,841.1307482046227, f711d9d2-9746-40e2-8654-d80b9202c9b6, Mechanical
6676,1845,854,10,3,2,138, USPS   , Delayed   ,301.46798556327855,1800.5593797952358, dd30b690-e4d8-4f88-8b47-66d2b0ae5c0c, Weather
6677,798,862,13,5,1,226, USPS   , Delayed   ,40.60797199219365,950.0105433725936, 1d26138e-7f70-4baf-b939-f4f85842d0d3, Mechanical
6678,2064,690,3,3,5,858, FedEx  , In Transit,672.1566658195301,1144.7696300993753, 265b5419-fac7-45f8-968b-1779df76d6e1, Customs
6679,75,1983,7,2,1,473, UPS    , In Transit,693.184068863433,1401.482716407017, 0d9953b8-983c-490c-b97b-b583fc6a3b85, Mechanical
6680,2167,56,7,5,1,108, UPS    , Delayed   ,58.78470740118216,123.91251133733836, 92b7923a-9ac0-4b08-9de6-446a8ab2056c, Weather
6681,1641,1950,5,5,1,485, UPS    , In Transit,356.7073755208784,379.062533443313, d5579ec6-e67e-42fd-87e6-cc2821c6ce07, Customs
6682,610,1728,12,1,3,579, USPS   , In Transit,450.7249121672272,764.8600194293871, f2193d5d-4491-4567-a6be-9d614a282ce3, None
6683,516,109,2,5,5,682, USPS   , Delayed   ,861.1707600755442,1006.1544655166442, 9a8613b7-71d4-4109-af65-6068c7444538, Customs
6684,156,35,13,2,1,538, FedEx  , Delivered ,138.45536253833717,904.4675819241354, 58321b8f-27fc-4650-8b0b-453c5e4bb308, None
6685,144,442,15,4,2,151, UPS    , In Transit,651.8080542687852,1970.3378664842623, 4c0fb2ea-d24e-49f4-9962-3bba98c3a60a, None
6686,1969,1362,18,3,1,184, UPS    , Delayed   ,732.5381435078747,250.8507703884376, 8378b9fd-ab65-4d9d-addc-c9f4cd181783, Mechanical
6687,1599,1029,17,5,1,996, FedEx  , In Transit,997.0711687776084,965.1124292463364, 79959732-1839-4b40-bb4d-e36df13d9826, Weather
6688,165,899,4,1,1,984, USPS   , Delivered ,21.19663826212322,807.0892623263866, f8d514da-d462-4a04-8a60-fad0cec0d27b, None
6689,498,1562,9,4,3,660, USPS   , In Transit,332.27170365938576,817.4950764482619, 3708688b-5aca-44c5-9860-a720d4a62411, Customs
6690,1486,1975,17,5,3,669, USPS   , In Transit,947.6262535424456,648.9401535868711, 7df8ec6b-f9dc-4829-ac10-023ba183aa46, Weather
6691,470,1154,12,2,2,277, DHL    , Delivered ,69.90558366014238,136.18084263429552, 63aacd0a-1dbf-4a34-a177-d339e8e39e6e, None
6692,1746,195,15,3,5,23, USPS   , In Transit,454.1134733579914,1435.786893632379, abbc3ebd-5b49-4ef1-b4d2-3a202b3158a1, None
6693,545,1459,16,2,4,495, USPS   , Delivered ,700.4008138655638,1497.5979568884084, c8e4532e-9fe9-4351-b6c7-34680ddba051, Customs
6694,2060,1211,8,5,4,847, FedEx  , In Transit,504.5482856448067,1071.3031991529947, ecb2fab9-ad42-4669-b454-2b55821c5378, Customs
6695,356,1334,6,2,2,475, UPS    , Delivered ,688.0128122516334,1325.6468359598543, cb510094-4b14-4604-87ef-ba9bdf7f6742, None
6696,961,1350,14,2,5,81, DHL    , Delivered ,652.994814356029,622.1443811742819, 07eb0a4e-8bd4-4573-8f55-7959dd4bb538, Customs
6697,2145,575,3,2,2,205, USPS   , Delivered ,737.8779491234839,1494.4972191997142, 474c7927-de60-4086-a538-87d5ce27c101, Mechanical
6698,815,267,20,3,2,265, USPS   , In Transit,780.94063598787,620.1943220890519, 2c040c6e-3449-484f-9a50-3020f76eddce, Customs
6699,230,457,17,3,4,614, FedEx  , In Transit,270.874275818256,770.2461861350197, 5bf0f0c9-81b9-48a2-9111-82672c098a77, Weather
6700,582,552,1,1,2,903, FedEx  , In Transit,873.8245729698615,405.2141396339044, 7ae49344-9304-40e5-bdf0-be197562f66a, Customs
6701,644,2013,18,5,5,239, UPS    , Delayed   ,733.374844169315,352.64396947154006, ae0d13c1-881c-4284-9c1c-1506db7201ce, Mechanical
6702,1803,1198,1,4,2,765, DHL    , In Transit,915.9313326335578,1544.1879019456992, 7695c875-3d90-47ad-9a3c-fc939a7f0c4a, Mechanical
6703,1467,1802,7,3,5,557, UPS    , Delayed   ,247.0733822178833,769.5890718637369, d8f88da0-7c80-4f92-8838-1bf67037e8e3, Mechanical
6704,1015,740,9,3,4,618, UPS    , Delayed   ,225.67146559969515,801.7613807694851, 6457fff3-0b77-4521-a8fd-26f6b5b75b40, Weather
6705,2083,744,14,1,3,25, DHL    , Delivered ,522.4325490444404,458.9196013725306, 67d3939f-bf2c-4ea2-8275-0502de23ddc7, None
6706,1945,1332,13,3,3,525, FedEx  , Delivered ,456.4818722568658,1477.0958195015055, bf371bf9-e25e-42a8-84ea-e2e612ec9e23, Customs
6707,122,711,16,2,2,202, FedEx  , Delivered ,22.58470482153751,52.04321003459113, b388b211-43dc-49e9-81ee-6a4be6e0a256, None
6708,2098,513,5,5,5,502, USPS   , Delivered ,84.31602990831536,708.6930852598023, 61a69c69-4d0b-40c6-b84d-156f1320ca47, None
6709,853,1480,20,5,3,977, DHL    , Delayed   ,422.6541182091038,1393.6720020445946, 128d1116-0173-43dd-b771-64360b6a6390, None
6710,95,345,3,4,1,126, DHL    , In Transit,940.2011238244196,822.6168924041217, 4218b22c-61e9-4f8d-836d-05a107976723, Weather
6711,1380,254,2,1,5,856, FedEx  , Delivered ,115.98611926470475,1572.369087133102, fd571ea5-e41b-4d21-92e7-6ed8ffb0e078, Mechanical
6712,1730,634,10,4,3,560, FedEx  , In Transit,458.2633491340666,955.9256089339046, f235a923-1d9c-4574-8e02-d12c186de6f6, None
6713,671,325,2,2,4,816, DHL    , Delivered ,652.1378621251778,1036.1419666453237, 680dd9f4-6689-4598-8f28-c5afa192afdd, Customs
6714,1749,589,2,1,1,225, UPS    , Delivered ,103.36035977195536,870.7483379229776, c87f9936-acd3-4358-8594-9528629f4f84, None
6715,102,1819,9,4,1,791, USPS   , Delayed   ,827.51404183917,1970.0862771628936, 355f5aa7-32e9-4d51-9951-fe5cf556823b, None
6716,33,513,17,2,3,621, UPS    , In Transit,63.42909960851583,1250.8841633324273, 1e97b170-239b-4b2d-abeb-73430ce2a60f, Mechanical
6717,786,1838,10,5,1,732, DHL    , Delayed   ,700.2583878025833,720.241947057578, 690fe2dd-9755-4d4d-891e-e1aa2a038b6e, Weather
6718,973,1004,3,2,1,983, FedEx  , Delivered ,295.88496349746896,1879.4847501559705, 72003497-e9f8-4f39-a363-a3d1e3671c73, Weather
6719,943,1575,15,2,3,42, USPS   , In Transit,328.5791516796555,1085.825329999814, 00b11585-3c2a-4d94-a8cc-3803636328f7, Weather
6720,732,1074,19,1,4,943, UPS    , Delivered ,802.4002553159887,835.8893913931661, 073ea228-5cd6-4563-aba5-e390ca27da52, Mechanical
6721,1749,2115,18,5,2,891, DHL    , Delayed   ,979.835558315885,1852.8836785681272, f912587c-f367-4e81-b95b-32bc16f01a66, Mechanical
6722,53,1285,15,1,3,944, USPS   , Delayed   ,161.0803498444608,856.8229453784851, a28a5478-dda6-49ae-ba34-9c546ae80efd, Mechanical
6723,1780,1272,6,3,4,224, USPS   , Delayed   ,649.2333343453333,1034.7721313870668, 4a43aa26-c6f5-4f94-8e41-7f616072fe5d, Customs
6724,909,926,11,3,5,573, FedEx  , Delivered ,983.422475224742,1668.1187120066757, f6bc1403-b5d0-4eb7-ae0e-0dee9c2b39eb, Mechanical
6725,1375,886,15,3,2,392, DHL    , Delayed   ,433.7695212745149,640.0303303249094, 4a0c9e8d-edae-4452-9e1e-013c9f1d0829, None
6726,32,2001,16,3,1,218, FedEx  , Delayed   ,253.2702410123457,955.840503085143, a39981fa-67d2-4ef8-90bc-4d11145a5779, Customs
6727,1013,138,20,1,5,35, UPS    , Delayed   ,37.61446928024145,149.7115894174174, 42427e21-0c6e-40e4-b5d7-759fbb09b3c1, None
6728,1831,2028,19,2,2,229, DHL    , Delayed   ,588.7617382451901,1679.780561173738, 258c5ce0-cddc-46e0-8939-ef9eafb9cef3, None
6729,129,1696,2,5,4,486, USPS   , Delayed   ,771.6706364466345,298.1420319870159, 00f2c13e-2e00-4fad-90ba-787729af5b44, Weather
6730,1165,1580,6,2,3,837, FedEx  , Delayed   ,455.4338713049928,784.6393699699121, d1ed284e-f0d1-476c-bf30-12b591a474d8, Customs
6731,2047,1504,19,2,2,646, FedEx  , Delivered ,315.21873435308714,727.1739056198109, 3e5e6b24-4429-4442-bc74-a54f5b87a317, None
6732,644,1137,16,2,1,646, UPS    , Delayed   ,70.67494867642833,1889.827184564757, cb15b043-e361-455b-983d-1be007082e6c, None
6733,1272,228,20,4,4,308, UPS    , Delayed   ,779.1453441934042,616.4280100534504, 721f6125-008c-4518-a879-c088762ad114, None
6734,1457,472,18,1,3,568, UPS    , Delayed   ,429.3942559102729,1407.8282210485306, 435d977f-0fdb-4c1a-8e16-08adfcbd5d04, None
6735,1723,1572,7,4,5,553, FedEx  , Delivered ,268.80350654369545,1210.780153190219, 804f4b22-7912-45b0-adbc-31c60f35f57b, None
6736,481,1270,11,4,4,563, USPS   , In Transit,601.9461092719657,1734.143949598899, de6c1e60-a434-4a19-a896-45983b9810f0, Weather
6737,1895,597,5,5,5,973, DHL    , Delayed   ,451.2426165606136,1919.2251847569416, 7f098b05-c1bc-4537-9df5-bdaf9d437ebf, None
6738,555,628,5,5,3,404, DHL    , Delayed   ,621.9183705282514,1724.6656558445643, 74f0e643-116b-4c65-9a8b-ed39813abf19, Weather
6739,1335,1966,20,2,4,220, UPS    , Delivered ,178.3608389105401,1286.2140919454168, 55d2d168-38e6-4bb6-a46a-84826220ac5a, None
6740,298,2049,16,5,1,443, UPS    , Delivered ,467.76451837822736,1753.3450528999515, 347fe35e-fea0-496d-af82-8cbe4a5b6ddf, Customs
6741,2008,1895,18,2,1,162, UPS    , Delayed   ,568.3694930244197,777.71807725254, 570f534f-5578-4608-97eb-3c5df17f2a43, Weather
6742,1651,1031,15,3,4,46, UPS    , Delayed   ,389.066119498247,1549.8539726475203, b40008d8-e068-4b14-90ed-c5e76c9f28cc, None
6743,1762,1973,17,2,2,928, USPS   , Delivered ,540.3307968921581,1414.0754818796836, 7990193d-8aa4-44e5-b215-9f59d4c6e37e, Customs
6744,1199,881,12,5,5,77, DHL    , Delivered ,113.85199149576844,1172.6082949926722, d7b9f59d-9fc2-4d6a-bc8d-bccfc2f64940, None
6745,678,1690,20,4,1,548, USPS   , In Transit,264.1658294267323,1215.8165347174167, 6498380a-ccbf-4c4c-88c0-4cfe36a1aa76, Weather
6746,1610,868,19,3,1,743, FedEx  , Delivered ,630.7081872040649,662.6332809957382, 34330191-7a0a-4c3a-8940-2d396bc910d8, Mechanical
6747,1300,1850,1,5,5,161, FedEx  , In Transit,257.02208664656155,1942.11919653992, 41e747de-6ea6-485b-b1f7-3af28b96568b, Weather
6748,1288,2009,7,3,1,367, USPS   , Delayed   ,755.9577075220985,769.1255621306284, 431dfb0f-098b-461b-adb4-bc3e573c44d3, Mechanical
6749,520,905,4,4,1,163, UPS    , Delivered ,104.70720152407036,352.6857915033577, f06e1e02-3e15-4fa9-b78b-798b2865bbcf, None
6750,662,1786,4,3,4,90, DHL    , Delayed   ,240.5330785275806,931.0869252956198, c161f882-db10-474c-90bf-a7e44ce66e45, Mechanical
6751,1536,1197,15,1,5,276, DHL    , Delayed   ,784.6033577309911,446.3458155421779, 66ffe12b-472f-4652-b34a-6fa098d64ec9, Customs
6752,1400,1909,8,4,2,643, UPS    , Delayed   ,517.2968549745433,1045.5295313191652, 7bd6aa72-bb44-4b5a-baa7-db41e66fc8a7, Customs
6753,907,429,13,1,3,220, UPS    , Delayed   ,385.2398210693916,701.3271671057845, 18a410bc-9b2d-4cba-82d8-b7115be17e52, Mechanical
6754,1804,1103,2,4,1,432, DHL    , Delayed   ,564.5506490132494,950.5172978866776, b3954bbe-430e-4bf6-b8b8-f51eee68513c, Weather
6755,1764,1637,14,2,2,281, DHL    , Delivered ,506.0604105282307,732.9720005654378, 18aaf4db-1d2d-49bc-87af-a1430f94c7ad, Customs
6756,386,452,3,1,3,76, UPS    , Delayed   ,148.7408169581831,613.8410221457759, d6325946-d62e-487c-8c0f-74044175b089, Weather
6757,339,1201,18,5,5,989, USPS   , Delayed   ,611.1719690652852,797.9753498462434, cfa67a85-994f-4d3c-b339-b4c5241a6936, Customs
6758,1417,1787,11,3,5,234, USPS   , Delayed   ,56.43464956343117,1826.247050351389, 0d4cca49-22c9-4e35-be99-acab603f8d89, Weather
6759,2037,2139,9,5,1,479, UPS    , Delivered ,121.16052497140264,1271.612338037933, 79ca765c-dea6-4e14-88ab-7cb2399a91ed, Mechanical
6760,1801,275,1,5,1,589, UPS    , Delayed   ,873.5471584968822,988.5886652421452, 20f0dc03-0ece-45af-bb16-c829f12d1cb2, Mechanical
6761,1026,1125,16,1,2,803, USPS   , In Transit,862.9346274602198,180.82138566317985, 3d285ea0-4fe7-42bb-8325-b90dca5fdd56, None
6762,2005,423,8,4,2,533, USPS   , In Transit,206.4904109414194,760.4410693199271, 151a7637-63b5-489d-b247-913904bf07cc, Weather
6763,1756,1466,3,5,5,517, USPS   , In Transit,55.1982184797691,867.3704071138512, 720b63bb-7d90-46b5-a1c0-b9bb4af10781, Mechanical
6764,604,1283,20,3,3,241, UPS    , Delayed   ,638.1515735513084,1031.2082671625817, 6463c0d6-8f0e-4429-bab7-6d63bfea539e, Customs
6765,257,1326,5,2,5,941, UPS    , Delayed   ,786.5253590342487,889.117416270297, ecec81e4-6e02-496b-a920-88b6c947b312, Weather
6766,1974,85,8,2,5,712, UPS    , Delayed   ,189.9681049221592,792.2316125660822, 1cb7cdd1-46ec-4126-8b2d-2425cdcc7083, None
6767,1695,508,1,2,5,953, DHL    , In Transit,814.0472872189833,468.0819479984204, b8d1eeac-42d0-445a-ba2e-5f5b10e5c738, None
6768,1861,1808,14,4,3,476, USPS   , Delayed   ,769.3324771029107,1652.0246739458375, e8c2c543-d030-4009-a012-7f76f1939447, Customs
6769,1489,966,6,5,4,971, UPS    , In Transit,91.61317432782192,1047.175673028063, e1652cb0-b3a8-478d-9870-4789ee6a41db, Mechanical
6770,995,1664,19,4,1,586, USPS   , Delivered ,610.691960530788,1508.2730753765502, 604fd420-0e4c-4cd2-ab9d-c008cfe20dc0, Weather
6771,2008,869,6,2,2,191, UPS    , Delayed   ,914.7930611982604,1066.6473307927554, 2647bbbf-943e-4441-ad13-f4c045ce0d6b, Mechanical
6772,2095,1104,15,5,3,861, DHL    , In Transit,548.2439897891436,1444.0974751309054, ef4b06de-9e6f-4859-bcba-0c78bfce2aeb, Weather
6773,2059,1774,4,4,1,769, UPS    , Delayed   ,430.05214401321786,243.03593814419085, ed367ba7-0980-45c6-a88a-0f1f3e872a85, Weather
6774,1207,535,13,2,5,507, FedEx  , Delivered ,91.5635232054636,923.5632956935542, 97f1398a-cda1-4814-a84e-01495d5ee658, None
6775,1843,1213,4,4,5,662, FedEx  , Delayed   ,563.9872357216794,361.9831706360708, 506116db-720b-4616-b55f-7d626b02a82e, Mechanical
6776,764,545,8,5,3,709, FedEx  , Delayed   ,890.6557120974633,380.7766894587565, d9934565-c732-454b-8ebc-2176397b6d52, None
6777,858,795,2,5,5,215, FedEx  , Delayed   ,870.3548290197617,1355.3453588952293, e2476081-23a3-4e7c-a885-12eea68a8ad8, Customs
6778,392,1536,6,2,2,72, FedEx  , Delayed   ,346.1007259628563,746.5233316493566, 2442ac97-8424-4311-9813-ef2c7a99452b, Customs
6779,1242,30,11,1,5,829, UPS    , In Transit,207.4308441471776,1377.5760013971174, b899fbe1-431e-4698-992f-23e1d0837112, None
6780,1286,906,5,4,5,609, UPS    , In Transit,521.750144778041,1005.3127060181332, ab05088f-4fe0-40e0-bc94-005bf0be29ae, Customs
6781,1400,1901,1,1,5,457, DHL    , Delayed   ,908.6395897675322,1438.784025191084, ccffde46-26ed-48fd-bf4b-24e33c5ad6e4, None
6782,224,923,18,3,5,708, FedEx  , Delayed   ,263.03841307298853,95.01269216475204, 1f79f28d-122f-490c-9d02-c6272958d40e, Weather
6783,1602,1940,20,2,3,960, UPS    , Delayed   ,231.69486707034835,308.8432547736394, 90d2505b-b68f-41a3-becd-7b378288a358, Weather
6784,1303,312,9,2,4,552, USPS   , Delayed   ,198.5307881855502,1007.1206063532146, a3b68a52-1919-45eb-be01-9601b2765d87, Mechanical
6785,1732,453,3,3,3,961, USPS   , Delayed   ,342.4503816217835,866.6463441235055, 8bcb4704-203e-4771-b4b6-9bb11d6d6764, Weather
6786,2081,741,16,3,2,718, USPS   , In Transit,860.9469326477148,1562.3450192348912, a5354fbb-090d-4337-a67a-6fe76c036fb5, Customs
6787,542,195,7,2,3,824, UPS    , Delayed   ,925.7454128904832,1487.2470060309688, 19ec1a88-d6b0-46b3-a55e-fa05b858adda, Customs
6788,1553,1063,18,2,5,960, USPS   , Delayed   ,395.97477314351255,936.5881727153746, e7ce39a1-aeb8-4bbe-9d70-8e20382b5b49, Weather
6789,283,1431,14,2,5,256, USPS   , Delayed   ,344.6740489645304,40.66103009570799, 4a33e45b-2267-44b8-ba37-712f1ebc3a46, None
6790,1390,608,20,1,3,251, DHL    , Delivered ,644.8636809034728,1110.426049925628, 36f223c3-1d21-4ef6-9a80-e046331cba42, Mechanical
6791,220,469,19,1,4,296, USPS   , Delivered ,685.3420390233176,314.1040581295004, 3016bbb0-fe46-4388-a7e5-6066619a31e1, Customs
6792,1564,369,5,5,5,562, FedEx  , In Transit,548.4491285547792,21.19478744145796, ed59f95a-6225-404c-8be8-55d1fbe14e55, Customs
6793,1871,1008,3,3,2,736, DHL    , Delivered ,383.8065959067596,1947.0987191481715, 3b991b1a-f936-48f6-8b53-554c938c26d6, Mechanical
6794,2096,1184,2,1,1,872, DHL    , In Transit,62.80784340934382,479.23633450124254, c738793a-5ece-4efd-ac39-b4e6265b42ae, None
6795,2122,1464,3,5,4,978, USPS   , In Transit,178.92497863289046,697.3836710792838, 301a1897-ba83-4e79-840a-d21d86f73a2e, Mechanical
6796,1473,1643,15,5,4,44, FedEx  , Delivered ,512.0532010419861,1120.7497788961412, 084c82e3-8354-451a-936c-8169f58296bf, Customs
6797,1169,514,7,5,2,730, USPS   , Delayed   ,712.5541206020567,1755.336436838223, 61f8aebe-8ea3-403b-981a-565bdc637d2f, Mechanical
6798,501,977,19,2,1,276, USPS   , Delivered ,659.8199104161391,1307.2408327634691, 557d4e6c-72da-42d1-a79f-84c1a98c5ae8, Customs
6799,250,783,15,4,4,562, UPS    , In Transit,447.64634380608345,1923.4498662287797, b9417aad-9277-4331-8658-a1f0db4cd00d, None
6800,1043,331,10,4,4,992, USPS   , In Transit,61.00747766338447,965.0754012513274, 71345ac0-eecb-4cef-81db-cfd731931c58, Mechanical
6801,757,2146,2,3,3,571, DHL    , In Transit,70.83822886465597,735.4638032232385, b238669f-534c-427c-bd8c-1d61d0a13876, Customs
6802,1126,222,2,1,3,14, DHL    , Delivered ,337.8468073282859,878.030844419231, d57224b6-af90-48ea-8ec5-811f78168740, Weather
6803,115,634,14,5,2,292, FedEx  , Delayed   ,575.0257687928578,1237.7930707384046, e7bc6f20-935b-40f9-a359-c0adf7a140df, Mechanical
6804,323,1157,5,5,1,190, UPS    , In Transit,729.7960852554673,1461.3490610105162, 6cc34041-491a-4d1e-aecb-b126f78646c1, None
6805,517,2102,4,5,5,571, DHL    , In Transit,492.60457201069534,1082.3576577050476, 1bcb4459-3299-49f9-99f8-c3f6b7cba941, None
6806,1836,284,2,4,1,494, FedEx  , In Transit,758.7167741565268,176.1358971917086, 76abb55b-b54a-4895-92bf-6e02ca190d86, None
6807,251,100,4,2,4,694, FedEx  , Delivered ,978.1847548323552,770.6843512615295, 13205126-59df-4898-b1ae-af9f3f789ebd, Mechanical
6808,244,1999,2,1,2,239, USPS   , In Transit,322.1291567015829,223.92402032153728, 803b2d27-7bec-4337-889d-7857d517984d, Mechanical
6809,114,2143,13,5,1,668, DHL    , Delayed   ,137.72224076263382,1418.041956835991, d247b93e-5d56-45b5-95dc-7a3a03066819, Mechanical
6810,53,417,18,2,2,682, USPS   , Delivered ,671.4583390466995,1305.3539425604465, 7668bd67-6148-4d2e-913d-c9210b19c9f4, Mechanical
6811,2073,1063,18,1,2,934, FedEx  , Delivered ,566.2742848688471,254.4160878753725, 96e94476-c281-46e9-8c8a-f9edf9ac2513, Weather
6812,84,1835,19,1,2,583, FedEx  , Delayed   ,262.84634107033446,489.09648681418594, e69d7de4-f914-4f69-9c4a-f462f1fd2d17, None
6813,1486,1928,6,2,4,878, DHL    , Delayed   ,338.91654508626505,46.48342954877219, 53ccb640-77ee-4745-afde-3b7cc68c7f77, Customs
6814,80,1269,5,5,5,492, UPS    , Delivered ,854.1076692413651,1736.0679352269492, a6d3d54c-7518-4f5c-9b8b-7f8b776ef404, Mechanical
6815,1811,1139,2,1,3,834, USPS   , Delayed   ,862.9156903095619,487.00821223116895, d0df61f0-1bfd-4bdd-ba2d-69718db5f6bb, None
6816,1113,1103,5,1,2,67, USPS   , Delivered ,55.14537587920287,159.9598661082955, f41f1c3e-031f-47cd-87fe-e73c405f7737, Mechanical
6817,999,1375,8,1,3,631, USPS   , In Transit,893.5047751042075,1899.6003186932296, 5190051f-f652-4a56-bc1c-c510815db726, None
6818,71,1057,18,4,4,543, DHL    , Delayed   ,320.3137418340355,630.8222076002278, 14803a99-4f36-4f17-96b8-a2a93d371106, None
6819,891,1444,7,3,1,368, DHL    , Delayed   ,806.0539296481631,939.0255529602858, bdfc6f57-de5b-4f98-884c-baba92cd6727, None
6820,1545,1686,18,3,1,740, DHL    , Delivered ,600.5214060359414,1317.1701923476624, dca385b1-cdf3-43af-a2e4-25817d49c5db, Customs
6821,1904,2089,2,3,3,647, FedEx  , Delivered ,640.8600529504765,276.9719291093172, f08041c0-f8d0-4a15-a691-b03fbd842d80, None
6822,440,1175,11,5,5,700, USPS   , In Transit,44.025051828511074,1814.2483195922605, 17672a98-6e27-4f02-bcfe-4f9cb19213ae, None
6823,1759,1783,8,4,5,945, USPS   , Delivered ,371.1002469559261,892.0482878337725, 8eef99ad-df68-4ccf-b48b-4d5c0f4c60c9, None
6824,1067,2005,6,4,4,899, USPS   , In Transit,621.0973249980481,17.759411390936023, 79933828-f15a-4ed6-b0f4-10b51caeb377, Customs
6825,1218,1019,9,4,1,414, UPS    , Delayed   ,927.8039893889523,356.3815996403378, f5d27b63-a31d-428c-9659-d9df85bb1644, None
6826,594,2129,3,1,2,175, USPS   , Delivered ,507.47856737145327,669.959358867761, f05dd87e-a0dd-4fe4-b6c5-09118d1cfe80, Weather
6827,1850,8,9,3,2,165, UPS    , Delivered ,944.168508498305,1206.3510920893889, 6241ada5-55c4-444b-b5cf-89517c3ecead, Customs
6828,1227,1918,5,5,2,764, FedEx  , Delivered ,497.7146719179967,602.6132852303755, 4ec55da5-f0c4-41fd-b387-4b1d8e159457, Mechanical
